ActivityID,Name,Location,Type,Cost,Duration,Rating
13983,Central Park_13983,Tokyo,Family-friendly,200,3,4.7
13984,Ueno Zoo_13984,Tokyo,Scenic,21,6,4.3
13985,Colosseum_13985,Barcelona,Historical,172,6,3.5
13986,Sydney Opera House_13986,London,Family-friendly,138,5,3.6
13987,Sagrada Familia_13987,London,Cultural,75,8,3.0
13988,Grand Palace_13988,Tokyo,Scenic,58,5,4.4
13989,Table Mountain_13989,Rio de Janeiro,Family-friendly,200,8,4.4
13990,Christ the Redeemer_13990,Rome,Outdoor,194,5,4.7
13991,Eiffel Tower_13991,New York,Family-friendly,154,1,3.9
13992,Shinjuku Gyoen_13992,New York,Outdoor,120,8,3.7
13993,Statue of Liberty_13993,Barcelona,Outdoor,176,5,4.1
13994,British Museum_13994,Cape Town,Historical,159,1,4.0
13995,Pantheon_13995,Barcelona,Outdoor,13,6,4.2
13996,Louvre Museum_13996,Sydney,Outdoor,24,2,3.4
13997,Tokyo Skytree_13997,London,Family-friendly,126,5,3.8
13998,Central Park_13998,Barcelona,Family-friendly,183,8,4.2
13999,Ueno Zoo_13999,Rio de Janeiro,Family-friendly,72,3,3.1
14000,Colosseum_14000,Rome,Historical,5,6,4.1
14001,Sydney Opera House_14001,Sydney,Outdoor,62,2,4.6
14002,Sagrada Familia_14002,Sydney,Family-friendly,159,2,4.8
14003,Grand Palace_14003,Tokyo,Family-friendly,113,4,3.2
14004,Table Mountain_14004,Sydney,Cultural,47,7,3.5
14005,Christ the Redeemer_14005,Cape Town,Historical,188,8,4.4
14006,Eiffel Tower_14006,Cape Town,Historical,47,5,3.3
14007,Shinjuku Gyoen_14007,Cape Town,Family-friendly,63,8,4.4
14008,Statue of Liberty_14008,Barcelona,Family-friendly,71,2,3.4
14009,British Museum_14009,London,Cultural,44,7,4.6
14010,Pantheon_14010,Barcelona,Historical,170,6,4.8
14011,Louvre Museum_14011,Bangkok,Historical,167,4,3.1
14012,Tokyo Skytree_14012,Bangkok,Scenic,23,1,3.3
14013,Central Park_14013,Rome,Scenic,81,6,3.0
14014,Ueno Zoo_14014,Bangkok,Family-friendly,77,1,3.8
14015,Colosseum_14015,New York,Family-friendly,55,5,3.6
14016,Sydney Opera House_14016,New York,Scenic,138,2,4.5
14017,Sagrada Familia_14017,Barcelona,Outdoor,8,6,4.1
14018,Grand Palace_14018,Rome,Historical,4,6,3.2
14019,Table Mountain_14019,Paris,Cultural,116,8,4.2
14020,Christ the Redeemer_14020,Cape Town,Family-friendly,33,4,4.2
14021,Eiffel Tower_14021,Sydney,Scenic,171,7,4.4
14022,Shinjuku Gyoen_14022,Bangkok,Cultural,145,8,4.6
14023,Statue of Liberty_14023,New York,Scenic,35,2,3.4
14024,British Museum_14024,Tokyo,Scenic,53,1,4.3
14025,Pantheon_14025,Barcelona,Outdoor,107,2,3.7
14026,Louvre Museum_14026,Rio de Janeiro,Family-friendly,89,7,3.9
14027,Tokyo Skytree_14027,Barcelona,Cultural,178,1,4.2
14028,Central Park_14028,Barcelona,Cultural,113,8,4.9
14029,Ueno Zoo_14029,Barcelona,Scenic,197,2,3.4
14030,Colosseum_14030,London,Outdoor,154,4,4.7
14031,Sydney Opera House_14031,Paris,Outdoor,134,6,4.0
14032,Sagrada Familia_14032,Rio de Janeiro,Cultural,150,3,4.0
14033,Grand Palace_14033,London,Family-friendly,26,1,3.9
14034,Table Mountain_14034,New York,Outdoor,72,5,4.0
14035,Christ the Redeemer_14035,Rio de Janeiro,Scenic,110,8,4.7
14036,Eiffel Tower_14036,Rio de Janeiro,Scenic,143,8,3.6
14037,Shinjuku Gyoen_14037,Cape Town,Cultural,86,3,4.6
14038,Statue of Liberty_14038,Tokyo,Family-friendly,110,3,5.0
14039,British Museum_14039,Rio de Janeiro,Historical,185,8,3.6
14040,Pantheon_14040,Rio de Janeiro,Family-friendly,65,6,3.5
14041,Louvre Museum_14041,Barcelona,Historical,153,8,3.3
14042,Tokyo Skytree_14042,Paris,Scenic,47,7,3.6
14043,Central Park_14043,Sydney,Outdoor,39,3,4.4
14044,Ueno Zoo_14044,Rio de Janeiro,Family-friendly,109,3,3.0
14045,Colosseum_14045,London,Historical,15,5,4.4
14046,Sydney Opera House_14046,New York,Family-friendly,64,6,3.7
14047,Sagrada Familia_14047,Rio de Janeiro,Historical,44,6,3.4
14048,Grand Palace_14048,Bangkok,Outdoor,27,4,3.0
14049,Table Mountain_14049,Tokyo,Scenic,123,6,4.7
14050,Christ the Redeemer_14050,Sydney,Cultural,39,7,4.6
14051,Eiffel Tower_14051,Paris,Family-friendly,92,5,4.3
14052,Shinjuku Gyoen_14052,Rio de Janeiro,Outdoor,186,2,3.1
14053,Statue of Liberty_14053,Barcelona,Historical,70,2,3.4
14054,British Museum_14054,Cape Town,Outdoor,188,4,4.2
14055,Pantheon_14055,Cape Town,Cultural,9,4,4.4
14056,Louvre Museum_14056,London,Family-friendly,24,3,4.7
14057,Tokyo Skytree_14057,New York,Scenic,65,7,4.1
14058,Central Park_14058,Bangkok,Historical,143,5,3.4
14059,Ueno Zoo_14059,Sydney,Outdoor,110,3,3.1
14060,Colosseum_14060,London,Cultural,25,7,4.7
14061,Sydney Opera House_14061,New York,Historical,37,7,4.6
14062,Sagrada Familia_14062,Bangkok,Cultural,112,1,3.2
14063,Grand Palace_14063,London,Historical,24,5,4.8
14064,Table Mountain_14064,Sydney,Outdoor,60,3,3.2
14065,Christ the Redeemer_14065,New York,Cultural,188,4,4.8
14066,Eiffel Tower_14066,Rome,Scenic,183,2,3.7
14067,Shinjuku Gyoen_14067,Tokyo,Historical,200,5,4.5
14068,Statue of Liberty_14068,Paris,Cultural,152,4,3.7
14069,British Museum_14069,London,Historical,6,5,4.4
14070,Pantheon_14070,Rio de Janeiro,Historical,84,1,4.7
14071,Louvre Museum_14071,Bangkok,Historical,49,6,4.7
14072,Tokyo Skytree_14072,Bangkok,Outdoor,105,5,4.0
14073,Central Park_14073,London,Outdoor,33,6,4.1
14074,Ueno Zoo_14074,Rio de Janeiro,Cultural,110,2,4.8
14075,Colosseum_14075,Bangkok,Historical,18,6,3.5
14076,Sydney Opera House_14076,London,Outdoor,112,7,4.5
14077,Sagrada Familia_14077,New York,Family-friendly,127,6,3.7
14078,Grand Palace_14078,Bangkok,Outdoor,200,5,4.9
14079,Table Mountain_14079,Cape Town,Cultural,21,4,4.2
14080,Christ the Redeemer_14080,Tokyo,Cultural,172,5,4.9
14081,Eiffel Tower_14081,Rio de Janeiro,Historical,59,2,3.0
14082,Shinjuku Gyoen_14082,Sydney,Family-friendly,83,1,4.8
14083,Statue of Liberty_14083,New York,Outdoor,52,6,4.3
14084,British Museum_14084,London,Outdoor,132,6,3.4
14085,Pantheon_14085,Bangkok,Family-friendly,167,5,4.8
14086,Louvre Museum_14086,Tokyo,Family-friendly,149,1,3.3
14087,Tokyo Skytree_14087,Paris,Scenic,155,8,4.7
14088,Central Park_14088,Paris,Historical,14,7,3.5
14089,Ueno Zoo_14089,Barcelona,Cultural,145,8,3.7
14090,Colosseum_14090,Cape Town,Outdoor,99,5,4.3
14091,Sydney Opera House_14091,Bangkok,Cultural,197,6,4.7
14092,Sagrada Familia_14092,Barcelona,Outdoor,161,1,3.1
14093,Grand Palace_14093,Tokyo,Scenic,150,3,4.4
14094,Table Mountain_14094,Barcelona,Historical,90,8,4.6
14095,Christ the Redeemer_14095,Rome,Outdoor,146,1,4.8
14096,Eiffel Tower_14096,Cape Town,Historical,74,3,3.5
14097,Shinjuku Gyoen_14097,Tokyo,Historical,164,5,4.8
14098,Statue of Liberty_14098,Rio de Janeiro,Cultural,100,6,3.1
14099,British Museum_14099,Cape Town,Outdoor,153,7,4.0
14100,Pantheon_14100,Paris,Family-friendly,99,3,4.8
14101,Louvre Museum_14101,Bangkok,Cultural,38,3,3.9
14102,Tokyo Skytree_14102,Bangkok,Cultural,145,6,3.6
14103,Central Park_14103,Paris,Cultural,39,3,3.0
14104,Ueno Zoo_14104,Rome,Outdoor,77,7,3.8
14105,Colosseum_14105,Barcelona,Outdoor,2,4,3.3
14106,Sydney Opera House_14106,Paris,Scenic,82,5,4.3
14107,Sagrada Familia_14107,Sydney,Historical,143,8,4.3
14108,Grand Palace_14108,Barcelona,Historical,169,2,3.4
14109,Table Mountain_14109,Cape Town,Outdoor,13,6,3.4
14110,Christ the Redeemer_14110,Bangkok,Family-friendly,188,6,4.7
14111,Eiffel Tower_14111,Barcelona,Scenic,113,2,3.8
14112,Shinjuku Gyoen_14112,Tokyo,Historical,61,4,3.8
14113,Statue of Liberty_14113,Tokyo,Historical,108,5,3.7
14114,British Museum_14114,New York,Historical,90,6,3.8
14115,Pantheon_14115,Rome,Historical,100,2,4.2
14116,Louvre Museum_14116,Rio de Janeiro,Outdoor,20,1,4.6
14117,Tokyo Skytree_14117,Tokyo,Family-friendly,21,8,4.9
14118,Central Park_14118,New York,Historical,131,7,4.6
14119,Ueno Zoo_14119,Sydney,Family-friendly,164,2,4.7
14120,Colosseum_14120,Barcelona,Outdoor,115,8,4.1
14121,Sydney Opera House_14121,Sydney,Outdoor,189,8,3.3
14122,Sagrada Familia_14122,New York,Scenic,193,7,4.1
14123,Grand Palace_14123,London,Cultural,66,1,4.2
14124,Table Mountain_14124,Bangkok,Outdoor,12,1,3.5
14125,Christ the Redeemer_14125,London,Outdoor,182,1,4.5
14126,Eiffel Tower_14126,Rome,Outdoor,122,3,4.4
14127,Shinjuku Gyoen_14127,Tokyo,Family-friendly,177,6,4.1
14128,Statue of Liberty_14128,Sydney,Cultural,66,3,3.9
14129,British Museum_14129,Tokyo,Historical,156,3,4.5
14130,Pantheon_14130,Bangkok,Cultural,150,3,4.4
14131,Louvre Museum_14131,Bangkok,Scenic,174,7,3.0
14132,Tokyo Skytree_14132,London,Scenic,18,7,4.0
14133,Central Park_14133,Rome,Cultural,194,5,3.9
14134,Ueno Zoo_14134,Sydney,Cultural,30,8,3.1
14135,Colosseum_14135,Rome,Outdoor,92,7,3.7
14136,Sydney Opera House_14136,Bangkok,Scenic,91,5,3.6
14137,Sagrada Familia_14137,Sydney,Historical,50,3,4.9
14138,Grand Palace_14138,Bangkok,Cultural,159,5,4.8
14139,Table Mountain_14139,Rome,Scenic,7,7,3.7
14140,Christ the Redeemer_14140,Rio de Janeiro,Cultural,31,6,4.7
14141,Eiffel Tower_14141,Rome,Family-friendly,90,7,4.6
14142,Shinjuku Gyoen_14142,Rio de Janeiro,Cultural,147,5,4.6
14143,Statue of Liberty_14143,Paris,Scenic,159,6,4.8
14144,British Museum_14144,New York,Historical,112,7,4.5
14145,Pantheon_14145,New York,Family-friendly,49,1,3.1
14146,Louvre Museum_14146,Cape Town,Outdoor,102,1,4.0
14147,Tokyo Skytree_14147,Rome,Family-friendly,74,2,3.2
14148,Central Park_14148,Paris,Scenic,58,6,3.7
14149,Ueno Zoo_14149,London,Cultural,83,6,4.4
14150,Colosseum_14150,Sydney,Historical,191,2,4.2
14151,Sydney Opera House_14151,Rio de Janeiro,Historical,7,6,4.0
14152,Sagrada Familia_14152,Sydney,Historical,165,6,4.2
14153,Grand Palace_14153,Rome,Historical,120,7,4.6
14154,Table Mountain_14154,Rome,Family-friendly,11,1,4.1
14155,Christ the Redeemer_14155,New York,Historical,188,1,3.7
14156,Eiffel Tower_14156,Rio de Janeiro,Outdoor,29,8,3.0
14157,Shinjuku Gyoen_14157,Rome,Cultural,160,1,3.4
14158,Statue of Liberty_14158,Bangkok,Historical,158,7,4.7
14159,British Museum_14159,Bangkok,Family-friendly,40,7,4.5
14160,Pantheon_14160,Rome,Cultural,193,7,4.8
14161,Louvre Museum_14161,New York,Family-friendly,148,6,5.0
14162,Tokyo Skytree_14162,New York,Cultural,95,8,4.6
14163,Central Park_14163,New York,Outdoor,0,3,3.6
14164,Ueno Zoo_14164,Rio de Janeiro,Outdoor,163,6,4.8
14165,Colosseum_14165,Rome,Historical,90,2,4.3
14166,Sydney Opera House_14166,Barcelona,Scenic,10,4,3.1
14167,Sagrada Familia_14167,Rome,Scenic,132,4,3.3
14168,Grand Palace_14168,London,Cultural,107,5,3.7
14169,Table Mountain_14169,Paris,Cultural,99,2,3.7
14170,Christ the Redeemer_14170,London,Historical,20,7,4.1
14171,Eiffel Tower_14171,Rio de Janeiro,Historical,1,6,3.1
14172,Shinjuku Gyoen_14172,Rome,Historical,155,4,3.4
14173,Statue of Liberty_14173,New York,Scenic,27,3,3.6
14174,British Museum_14174,Rio de Janeiro,Family-friendly,187,1,3.0
14175,Pantheon_14175,Paris,Historical,176,3,4.5
14176,Louvre Museum_14176,Rome,Family-friendly,110,2,3.8
14177,Tokyo Skytree_14177,Sydney,Cultural,92,5,3.4
14178,Central Park_14178,Cape Town,Cultural,9,2,4.0
14179,Ueno Zoo_14179,Cape Town,Scenic,72,7,4.0
14180,Colosseum_14180,Barcelona,Cultural,161,6,4.6
14181,Sydney Opera House_14181,Bangkok,Family-friendly,163,4,4.1
14182,Sagrada Familia_14182,Rio de Janeiro,Historical,158,8,3.2
14183,Grand Palace_14183,New York,Cultural,50,7,3.7
14184,Table Mountain_14184,Sydney,Outdoor,146,4,3.1
14185,Christ the Redeemer_14185,New York,Scenic,173,7,3.4
14186,Eiffel Tower_14186,Rio de Janeiro,Family-friendly,179,8,4.5
14187,Shinjuku Gyoen_14187,Cape Town,Historical,134,3,4.8
14188,Statue of Liberty_14188,Sydney,Scenic,13,4,3.1
14189,British Museum_14189,Cape Town,Outdoor,88,6,4.5
14190,Pantheon_14190,Sydney,Scenic,1,4,3.9
14191,Louvre Museum_14191,Barcelona,Outdoor,77,2,4.3
14192,Tokyo Skytree_14192,Bangkok,Family-friendly,78,8,3.5
14193,Central Park_14193,New York,Historical,42,3,4.7
14194,Ueno Zoo_14194,Cape Town,Cultural,22,2,4.3
14195,Colosseum_14195,Bangkok,Cultural,134,4,4.1
14196,Sydney Opera House_14196,New York,Outdoor,81,2,4.7
14197,Sagrada Familia_14197,Bangkok,Family-friendly,29,2,4.2
14198,Grand Palace_14198,Barcelona,Historical,32,1,3.8
14199,Table Mountain_14199,Paris,Historical,13,8,3.6
14200,Christ the Redeemer_14200,Tokyo,Scenic,63,8,4.1
14201,Eiffel Tower_14201,Sydney,Historical,164,1,4.8
14202,Shinjuku Gyoen_14202,London,Family-friendly,98,2,4.2
14203,Statue of Liberty_14203,Rome,Historical,37,4,3.4
14204,British Museum_14204,London,Outdoor,108,2,3.8
14205,Pantheon_14205,London,Family-friendly,85,1,3.6
14206,Louvre Museum_14206,New York,Outdoor,192,2,4.4
14207,Tokyo Skytree_14207,Rome,Outdoor,56,4,4.4
14208,Central Park_14208,Rio de Janeiro,Historical,52,5,4.2
14209,Ueno Zoo_14209,Tokyo,Scenic,96,3,4.4
14210,Colosseum_14210,London,Historical,85,5,4.4
14211,Sydney Opera House_14211,Sydney,Scenic,108,5,4.0
14212,Sagrada Familia_14212,Bangkok,Scenic,74,7,3.6
14213,Grand Palace_14213,Bangkok,Cultural,62,1,4.7
14214,Table Mountain_14214,Rio de Janeiro,Family-friendly,110,3,3.2
14215,Christ the Redeemer_14215,Paris,Family-friendly,145,4,4.1
14216,Eiffel Tower_14216,Cape Town,Outdoor,64,3,4.4
14217,Shinjuku Gyoen_14217,London,Historical,164,5,3.6
14218,Statue of Liberty_14218,London,Family-friendly,45,6,3.5
14219,British Museum_14219,Sydney,Historical,0,3,3.1
14220,Pantheon_14220,Paris,Historical,114,3,3.3
14221,Louvre Museum_14221,Barcelona,Family-friendly,94,4,4.4
14222,Tokyo Skytree_14222,Tokyo,Scenic,72,7,3.9
14223,Central Park_14223,Sydney,Cultural,36,7,3.8
14224,Ueno Zoo_14224,Cape Town,Historical,82,1,3.8
14225,Colosseum_14225,Tokyo,Family-friendly,88,1,4.1
14226,Sydney Opera House_14226,Rome,Scenic,42,6,3.4
14227,Sagrada Familia_14227,Cape Town,Scenic,62,6,4.7
14228,Grand Palace_14228,Cape Town,Cultural,76,6,5.0
14229,Table Mountain_14229,Cape Town,Cultural,186,6,4.2
14230,Christ the Redeemer_14230,Tokyo,Scenic,177,4,3.1
14231,Eiffel Tower_14231,Paris,Cultural,145,8,3.7
14232,Shinjuku Gyoen_14232,Bangkok,Historical,62,5,4.3
14233,Statue of Liberty_14233,Rio de Janeiro,Cultural,181,7,3.7
14234,British Museum_14234,Cape Town,Cultural,189,4,3.4
14235,Pantheon_14235,London,Outdoor,33,1,4.7
14236,Louvre Museum_14236,London,Family-friendly,199,6,3.1
14237,Tokyo Skytree_14237,Rome,Outdoor,71,7,3.8
14238,Central Park_14238,New York,Outdoor,21,3,4.4
14239,Ueno Zoo_14239,London,Scenic,83,2,4.6
14240,Colosseum_14240,London,Outdoor,172,7,3.4
14241,Sydney Opera House_14241,Bangkok,Family-friendly,100,1,4.1
14242,Sagrada Familia_14242,New York,Historical,128,2,3.3
14243,Grand Palace_14243,Paris,Outdoor,141,5,3.5
14244,Table Mountain_14244,Rio de Janeiro,Cultural,10,7,4.6
14245,Christ the Redeemer_14245,Rome,Scenic,193,6,4.3
14246,Eiffel Tower_14246,Cape Town,Outdoor,168,2,3.1
14247,Shinjuku Gyoen_14247,Rome,Outdoor,184,1,4.2
14248,Statue of Liberty_14248,Tokyo,Family-friendly,116,2,3.5
14249,British Museum_14249,London,Cultural,36,7,4.3
14250,Pantheon_14250,Tokyo,Family-friendly,141,8,3.8
14251,Louvre Museum_14251,New York,Cultural,85,3,4.7
14252,Tokyo Skytree_14252,Cape Town,Family-friendly,110,3,4.0
14253,Central Park_14253,Rome,Family-friendly,1,3,4.4
14254,Ueno Zoo_14254,Paris,Historical,7,8,3.0
14255,Colosseum_14255,London,Historical,124,4,5.0
14256,Sydney Opera House_14256,London,Scenic,56,8,4.0
14257,Sagrada Familia_14257,London,Scenic,139,4,4.7
14258,Grand Palace_14258,Rio de Janeiro,Outdoor,136,7,3.9
14259,Table Mountain_14259,Rio de Janeiro,Cultural,158,8,3.6
14260,Christ the Redeemer_14260,Bangkok,Family-friendly,82,5,4.9
14261,Eiffel Tower_14261,Bangkok,Outdoor,4,4,3.8
14262,Shinjuku Gyoen_14262,Tokyo,Historical,165,7,3.9
14263,Statue of Liberty_14263,Cape Town,Scenic,165,7,3.4
14264,British Museum_14264,Paris,Cultural,30,6,5.0
14265,Pantheon_14265,Sydney,Scenic,140,2,4.8
14266,Louvre Museum_14266,Tokyo,Cultural,1,3,4.7
14267,Tokyo Skytree_14267,London,Cultural,171,3,3.3
14268,Central Park_14268,Bangkok,Family-friendly,84,6,3.2
14269,Ueno Zoo_14269,Tokyo,Family-friendly,20,1,4.3
14270,Colosseum_14270,Bangkok,Outdoor,2,7,4.1
14271,Sydney Opera House_14271,Tokyo,Cultural,194,7,3.9
14272,Sagrada Familia_14272,Bangkok,Cultural,199,5,3.3
14273,Grand Palace_14273,London,Historical,94,5,4.9
14274,Table Mountain_14274,Tokyo,Historical,29,6,4.0
14275,Christ the Redeemer_14275,Cape Town,Historical,178,8,3.8
14276,Eiffel Tower_14276,Rio de Janeiro,Family-friendly,184,4,4.5
14277,Shinjuku Gyoen_14277,London,Historical,20,5,4.3
14278,Statue of Liberty_14278,Rio de Janeiro,Family-friendly,146,5,4.1
14279,British Museum_14279,Bangkok,Historical,52,5,4.9
14280,Pantheon_14280,Rome,Cultural,21,3,4.5
14281,Louvre Museum_14281,Rio de Janeiro,Historical,192,2,3.9
14282,Tokyo Skytree_14282,Paris,Outdoor,181,4,4.4
14283,Central Park_14283,Rio de Janeiro,Scenic,72,7,3.9
14284,Ueno Zoo_14284,Barcelona,Family-friendly,81,8,3.8
14285,Colosseum_14285,Tokyo,Historical,3,2,4.7
14286,Sydney Opera House_14286,Bangkok,Family-friendly,79,8,3.7
14287,Sagrada Familia_14287,London,Cultural,28,1,4.5
14288,Grand Palace_14288,Rio de Janeiro,Scenic,23,2,3.1
14289,Table Mountain_14289,Rio de Janeiro,Outdoor,161,4,4.2
14290,Christ the Redeemer_14290,Bangkok,Outdoor,93,7,4.1
14291,Eiffel Tower_14291,Paris,Scenic,129,7,3.4
14292,Shinjuku Gyoen_14292,Rome,Scenic,180,7,3.5
14293,Statue of Liberty_14293,Barcelona,Scenic,32,7,4.4
14294,British Museum_14294,Rio de Janeiro,Family-friendly,35,1,3.2
14295,Pantheon_14295,Rome,Historical,134,7,4.5
14296,Louvre Museum_14296,Bangkok,Cultural,37,4,3.7
14297,Tokyo Skytree_14297,New York,Family-friendly,80,1,3.8
14298,Central Park_14298,Sydney,Outdoor,129,2,4.2
14299,Ueno Zoo_14299,Cape Town,Cultural,91,5,4.5
14300,Colosseum_14300,Bangkok,Outdoor,119,8,5.0
14301,Sydney Opera House_14301,Cape Town,Scenic,180,1,3.4
14302,Sagrada Familia_14302,Rome,Family-friendly,114,7,3.9
14303,Grand Palace_14303,Rome,Cultural,2,4,4.5
14304,Table Mountain_14304,Rome,Cultural,42,1,4.5
14305,Christ the Redeemer_14305,Cape Town,Cultural,144,4,3.8
14306,Eiffel Tower_14306,London,Historical,142,3,5.0
14307,Shinjuku Gyoen_14307,Sydney,Historical,163,1,3.9
14308,Statue of Liberty_14308,Rome,Cultural,9,4,3.9
14309,British Museum_14309,Cape Town,Cultural,115,8,4.2
14310,Pantheon_14310,Cape Town,Cultural,181,5,4.2
14311,Louvre Museum_14311,Rome,Cultural,29,4,4.0
14312,Tokyo Skytree_14312,Bangkok,Scenic,155,6,4.8
14313,Central Park_14313,Tokyo,Outdoor,196,4,3.9
14314,Ueno Zoo_14314,New York,Historical,163,5,3.9
14315,Colosseum_14315,Bangkok,Outdoor,94,3,4.7
14316,Sydney Opera House_14316,Paris,Outdoor,107,5,4.0
14317,Sagrada Familia_14317,Sydney,Family-friendly,7,7,4.9
14318,Grand Palace_14318,Cape Town,Family-friendly,88,7,3.2
14319,Table Mountain_14319,Bangkok,Outdoor,33,8,4.5
14320,Christ the Redeemer_14320,Bangkok,Outdoor,130,8,5.0
14321,Eiffel Tower_14321,New York,Scenic,92,3,4.2
14322,Shinjuku Gyoen_14322,New York,Family-friendly,164,3,4.7
14323,Statue of Liberty_14323,Tokyo,Family-friendly,180,8,3.1
14324,British Museum_14324,Barcelona,Historical,174,8,3.2
14325,Pantheon_14325,Rome,Family-friendly,96,5,3.9
14326,Louvre Museum_14326,Tokyo,Cultural,37,2,3.3
14327,Tokyo Skytree_14327,Bangkok,Historical,87,4,4.6
14328,Central Park_14328,Sydney,Historical,83,6,4.9
14329,Ueno Zoo_14329,Cape Town,Historical,164,3,3.9
14330,Colosseum_14330,New York,Cultural,132,6,4.4
14331,Sydney Opera House_14331,London,Historical,19,5,3.9
14332,Sagrada Familia_14332,Tokyo,Scenic,178,4,4.8
14333,Grand Palace_14333,London,Historical,192,6,3.9
14334,Table Mountain_14334,London,Family-friendly,62,8,3.8
14335,Christ the Redeemer_14335,Rome,Family-friendly,191,1,3.7
14336,Eiffel Tower_14336,Cape Town,Cultural,106,2,4.0
14337,Shinjuku Gyoen_14337,Rome,Scenic,97,1,4.6
14338,Statue of Liberty_14338,Sydney,Historical,104,3,3.1
14339,British Museum_14339,Cape Town,Cultural,21,8,3.6
14340,Pantheon_14340,Bangkok,Family-friendly,198,2,4.5
14341,Louvre Museum_14341,Tokyo,Family-friendly,136,3,3.3
14342,Tokyo Skytree_14342,Rome,Outdoor,142,1,4.8
14343,Central Park_14343,Rio de Janeiro,Scenic,8,5,4.9
14344,Ueno Zoo_14344,London,Historical,13,6,3.8
14345,Colosseum_14345,Rio de Janeiro,Historical,157,6,4.3
14346,Sydney Opera House_14346,New York,Cultural,167,2,3.6
14347,Sagrada Familia_14347,Sydney,Outdoor,200,8,3.1
14348,Grand Palace_14348,New York,Family-friendly,175,3,4.4
14349,Table Mountain_14349,London,Family-friendly,117,4,4.8
14350,Christ the Redeemer_14350,Barcelona,Historical,39,6,3.4
14351,Eiffel Tower_14351,New York,Family-friendly,70,4,3.3
14352,Shinjuku Gyoen_14352,New York,Historical,94,8,4.9
14353,Statue of Liberty_14353,Rio de Janeiro,Historical,154,1,4.2
14354,British Museum_14354,New York,Outdoor,95,5,4.8
14355,Pantheon_14355,Sydney,Cultural,83,5,3.2
14356,Louvre Museum_14356,Cape Town,Family-friendly,37,6,4.5
14357,Tokyo Skytree_14357,Bangkok,Historical,24,3,4.4
14358,Central Park_14358,Rio de Janeiro,Family-friendly,35,6,3.8
14359,Ueno Zoo_14359,Barcelona,Cultural,34,4,3.6
14360,Colosseum_14360,Rome,Historical,26,3,4.5
14361,Sydney Opera House_14361,London,Cultural,84,5,3.5
14362,Sagrada Familia_14362,Rome,Historical,94,8,4.4
14363,Grand Palace_14363,Bangkok,Cultural,103,4,3.6
14364,Table Mountain_14364,Rome,Cultural,174,5,4.2
14365,Christ the Redeemer_14365,Sydney,Cultural,49,8,4.6
14366,Eiffel Tower_14366,New York,Scenic,27,5,4.5
14367,Shinjuku Gyoen_14367,Rome,Historical,171,4,4.1
14368,Statue of Liberty_14368,Sydney,Family-friendly,71,3,4.1
14369,British Museum_14369,Sydney,Scenic,168,5,3.6
14370,Pantheon_14370,Sydney,Historical,66,6,4.3
14371,Louvre Museum_14371,Bangkok,Historical,170,3,3.4
14372,Tokyo Skytree_14372,Rome,Cultural,7,6,3.6
14373,Central Park_14373,Barcelona,Historical,68,1,3.2
14374,Ueno Zoo_14374,Rio de Janeiro,Historical,82,8,3.1
14375,Colosseum_14375,Barcelona,Outdoor,174,1,4.0
14376,Sydney Opera House_14376,Barcelona,Outdoor,111,6,4.3
14377,Sagrada Familia_14377,Paris,Outdoor,128,8,3.5
14378,Grand Palace_14378,Barcelona,Cultural,67,3,4.5
14379,Table Mountain_14379,Paris,Scenic,124,2,4.9
14380,Christ the Redeemer_14380,Barcelona,Scenic,116,3,5.0
14381,Eiffel Tower_14381,Sydney,Historical,83,3,3.2
14382,Shinjuku Gyoen_14382,New York,Outdoor,111,2,3.7
14383,Statue of Liberty_14383,Bangkok,Scenic,41,6,3.6
14384,British Museum_14384,Rome,Scenic,97,6,3.9
14385,Pantheon_14385,Paris,Family-friendly,159,3,3.0
14386,Louvre Museum_14386,London,Cultural,29,8,5.0
14387,Tokyo Skytree_14387,London,Outdoor,73,4,4.8
14388,Central Park_14388,Rome,Cultural,44,7,3.6
14389,Ueno Zoo_14389,Rome,Scenic,185,2,4.9
14390,Colosseum_14390,Sydney,Family-friendly,41,2,3.6
14391,Sydney Opera House_14391,Paris,Cultural,165,6,4.6
14392,Sagrada Familia_14392,Sydney,Family-friendly,148,7,4.3
14393,Grand Palace_14393,Barcelona,Historical,37,2,3.4
14394,Table Mountain_14394,Barcelona,Historical,116,6,4.7
14395,Christ the Redeemer_14395,Sydney,Historical,27,6,4.1
14396,Eiffel Tower_14396,Cape Town,Cultural,1,2,3.3
14397,Shinjuku Gyoen_14397,Cape Town,Scenic,98,5,4.8
14398,Statue of Liberty_14398,London,Family-friendly,151,1,4.3
14399,British Museum_14399,London,Cultural,123,6,3.1
14400,Pantheon_14400,Rio de Janeiro,Historical,103,3,4.1
14401,Louvre Museum_14401,Cape Town,Cultural,114,8,4.5
14402,Tokyo Skytree_14402,Bangkok,Cultural,80,1,3.5
14403,Central Park_14403,Rome,Scenic,187,5,3.8
14404,Ueno Zoo_14404,Tokyo,Scenic,86,6,3.6
14405,Colosseum_14405,Tokyo,Cultural,160,5,4.5
14406,Sydney Opera House_14406,London,Cultural,132,3,3.0
14407,Sagrada Familia_14407,New York,Historical,63,7,4.6
14408,Grand Palace_14408,Sydney,Cultural,24,4,4.9
14409,Table Mountain_14409,Bangkok,Scenic,20,7,3.3
14410,Christ the Redeemer_14410,Rio de Janeiro,Historical,14,1,3.6
